idcountry,year,month,id_ubicacion,distance,types,code,mag,felt,cdi,mmi,tsunami,sig,net,nst,dmin,rms,gap,magtype
1,1996,6,3,126 km WSW of Adak,",impact-text,origin,phase-data,",p0007jwn,5.1,,,,0,400,us,,,0.9,,mb
1,1996,6,3,28 km ENE of Pedro Bay,",impact-text,origin,phase-data,",9967rm0dpg,4.2,,,,0,271,ak,,,0.23,,mb
1,1996,6,3,53 km ESE of Port Alsworth,",origin,phase-data,",9967rhwz7l,4.3,,,,0,284,ak,,,0.27,,ml
1,1996,6,3,131 km WSW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jvh,5.3,,,,0,432,us,,,0.9,,mwc
1,1996,6,3,55 km SSW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jv6,5.0,,,,0,385,us,,,1.0,,mwc
1,1996,6,3,66 km SSE of Adak,",origin,phase-data,",p0007jv1,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,2,Andreanof Islands,",origin,phase-data,",p0007ju0,4.1,,,,0,259,us,,,1.0,,mb
1,1996,6,3,74 km SSE of Adak,",origin,phase-data,",p0007jth,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,155 km WSW of Adak,",origin,",9967ofohim,4.4,,,,0,298,ak,,,-1.0,,mb
1,1996,6,3,76 km SW of Adak,",origin,phase-data,",p0007jtf,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,71 km SSE of Adak,",origin,phase-data,",p0007jt3,4.7,,,,0,340,us,,,1.0,,mb
1,1996,6,3,67 km SSE of Adak,",origin,phase-data,",p0007jt1,4.6,,,,0,326,us,,,1.2,,mb
1,1996,6,3,45 km SSW of Adak,",origin,phase-data,",p0007jru,4.8,,,,0,354,us,,,0.9,,mb
1,1996,6,3,73 km S of Adak,",origin,phase-data,",p0007jrq,4.2,,,,0,271,us,,,1.1,,mb
1,1996,6,3,71 km SSE of Adak,",origin,phase-data,",p0007jrf,4.4,,,,0,298,us,,,0.9,,mb
1,1996,6,3,120 km WSW of Adak,",origin,phase-data,",p0007jr6,4.7,,,,0,340,us,,,1.1,,mb
1,1996,6,3,59 km S of Adak,",origin,phase-data,",p0007jqt,4.0,,,,0,246,us,,,1.4,,mb
1,1996,6,3,138 km WSW of Adak,",origin,phase-data,",p0007jqp,4.1,,,,0,259,us,,,1.2,,mb
1,1996,6,3,104 km WSW of Adak,",origin,phase-data,",p0007jqf,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,103 km SW of Adak,",origin,phase-data,",p0007jqd,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,48 km SSW of Adak,",origin,phase-data,",p0007jqa,4.5,,,,0,312,us,,,1.1,,mb
1,1996,6,3,68 km SSW of Adak,",origin,phase-data,",p0007jpm,4.0,,,,0,246,us,,,1.1,,mb
1,1996,6,3,110 km W of Adak,",origin,phase-data,",p0007jpe,4.2,,,,0,271,us,,,1.3,,mb
1,1996,6,3,122 km WSW of Adak,",origin,phase-data,",p0007jpd,4.4,,,,0,298,us,,,0.9,,ms
1,1996,6,3,83 km WSW of Adak,",origin,phase-data,",p0007jpb,4.7,,,,0,340,us,,,1.0,,mb
1,1996,6,3,71 km SSE of Adak,",origin,phase-data,",p0007jp2,4.6,,,,0,326,us,,,0.9,,mb
1,1996,6,2,Andreanof Islands,",origin,phase-data,",p0007jnu,4.1,,,,0,259,us,,,1.1,,mb
1,1996,6,3,86 km SSE of Adak,",origin,phase-data,",p0007jns,4.6,,,,0,326,us,,,1.0,,mb
1,1996,6,3,78 km SSE of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jnr,5.6,,,,0,482,us,,,0.9,,mwc
1,1996,6,3,104 km SW of Adak,",origin,phase-data,",p0007jnj,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,105 km SSW of Adak,",origin,phase-data,",p0007jnd,4.2,,,,0,271,us,,,1.3,,mb
1,1996,6,3,58 km SSE of Adak,",origin,phase-data,",p0007jnc,4.8,,,,0,354,us,,,1.3,,mb
1,1996,6,3,64 km SSE of Adak,",origin,phase-data,",p0007jna,4.7,,,,0,340,us,,,1.0,,mb
1,1996,6,3,50 km SSW of Adak,",origin,phase-data,",p0007jn0,4.4,,,,0,298,us,,,1.1,,mb
1,1996,6,3,58 km SW of Adak,",origin,phase-data,",p0007jmx,4.7,,,,0,340,us,,,1.3,,mb
1,1996,6,3,123 km WSW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jmu,5.5,,,,0,465,us,,,0.9,,mwc
1,1996,6,3,59 km S of Adak,",origin,phase-data,",p0007jmt,4.1,,,,0,259,us,,,1.0,,mb
1,1996,6,3,120 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007jms,5.8,,,,0,518,us,,,0.9,,mwc
1,1996,6,3,79 km SSW of Adak,",origin,phase-data,",p0007jmg,4.0,,,,0,246,us,,,1.2,,mb
1,1996,6,3,53 km SSE of Adak,",origin,phase-data,",p0007jma,4.5,,,,0,312,us,,,1.1,,mb
1,1996,6,3,100 km SW of Adak,",origin,phase-data,",p0007jm2,4.7,,,,0,340,us,,,1.1,,mb
1,1996,6,3,81 km SSE of Adak,",origin,phase-data,",p0007jkx,4.5,,,,0,312,us,,,1.2,,mb
1,1996,6,2,Andreanof Islands,",origin,",9967hvh0dz,4.5,,,,0,312,ak,,,-1.0,,mb
1,1996,6,3,124 km WSW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jkr,5.2,,,,0,416,us,,,0.9,,mwc
1,1996,6,3,77 km S of Adak,",origin,phase-data,",p0007jkp,4.3,,,,0,284,us,,,0.7,,mb
1,1996,6,3,72 km S of Adak,",origin,phase-data,",p0007jkh,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,121 km SW of Adak,",origin,phase-data,",p0007jkb,4.4,,,,0,298,us,,,0.9,,mb
1,1996,6,3,69 km S of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007jk9,5.6,,,,0,482,us,,,1.0,,mwc
1,1996,6,3,40 km SSW of Adak,",origin,phase-data,",p0007jk8,4.5,,,,0,312,us,,,1.1,,mb
1,1996,6,3,72 km SSE of Adak,",origin,phase-data,",p0007jk7,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,86 km SSE of Adak,",origin,phase-data,",p0007jk6,4.0,,,,0,246,us,,,1.2,,mb
1,1996,6,3,73 km SSE of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jk3,5.8,,,,0,518,us,,,0.9,,mwc
1,1996,6,3,68 km SSE of Adak,",origin,phase-data,",p0007jk2,4.9,,,,0,369,us,,,0.9,,mb
1,1996,6,3,31 km SE of Adak,",origin,phase-data,",p0007jk1,4.0,,,,0,246,us,,,1.1,,mb
1,1996,6,3,66 km SSE of Adak,",origin,phase-data,",p0007jjz,4.8,,,,0,354,us,,,1.0,,mb
1,1996,6,3,71 km SSE of Adak,",origin,phase-data,",p0007jjy,4.3,,,,0,284,us,,,1.2,,mb
1,1996,6,3,71 km SSE of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007jjx,5.9,,,,0,536,us,,,1.0,,mwc
1,1996,6,3,114 km SW of Adak,",origin,phase-data,",p0007jju,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,118 km SW of Adak,",origin,phase-data,",p0007jjr,4.2,,,,0,271,us,,,0.9,,mb
1,1996,6,3,144 km WNW of Adak,",origin,",9967hpfenj,4.2,,,,0,271,ak,,,-1.0,,mb
1,1996,6,3,170 km SSW of Adak,",origin,phase-data,",p0007jjm,4.4,,,,0,298,us,,,1.0,,mb
1,1996,6,3,76 km SSE of Adak,",origin,phase-data,",p0007jjk,4.4,,,,0,298,us,,,0.9,,mb
1,1996,6,3,75 km SSE of Adak,",origin,phase-data,",p0007jjj,4.0,,,,0,246,us,,,1.2,,mb
1,1996,6,3,100 km SSW of Adak,",origin,phase-data,",p0007jjg,4.3,,,,0,284,us,,,0.9,,mb
1,1996,6,3,104 km WSW of Adak,",origin,phase-data,",p0007jjf,4.1,,,,0,259,us,,,0.9,,mb
1,1996,6,3,75 km S of Adak,",origin,phase-data,",p0007jjd,4.0,,,,0,246,us,,,0.1,,mb
1,1996,6,3,74 km SSE of Adak,",origin,phase-data,",p0007jj9,4.1,,,,0,259,us,,,1.2,,mb
1,1996,6,3,85 km SSE of Adak,",origin,phase-data,",p0007jj4,4.7,,,,0,340,us,,,1.0,,ms
1,1996,6,3,84 km S of Adak,",origin,phase-data,",p0007jhy,4.3,,,,0,284,us,,,1.1,,mb
1,1996,6,3,92 km SSE of Adak,",origin,phase-data,",p0007jhw,4.3,,,,0,284,us,,,1.0,,mb
1,1996,6,3,89 km S of Adak,",origin,phase-data,",p0007jhu,4.1,,,,0,259,us,,,1.2,,mb
1,1996,6,3,91 km S of Adak,",origin,phase-data,",p0007jht,4.3,,,,0,284,us,,,1.0,,mb
1,1996,6,3,80 km SSW of Adak,",origin,phase-data,",p0007jhr,4.4,,,,0,298,us,,,1.1,,mb
1,1996,6,3,104 km SW of Adak,",origin,phase-data,",p0007jhk,4.1,,,,0,259,us,,,0.8,,mb
1,1996,6,3,81 km SSE of Adak,",origin,phase-data,",p0007jhj,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,148 km SW of Adak,",origin,phase-data,",p0007jhh,4.1,,,,0,259,us,,,1.2,,mb
1,1996,6,3,74 km SSE of Adak,",origin,phase-data,",p0007jhe,4.4,,,,0,298,us,,,1.0,,mb
1,1996,6,3,86 km S of Adak,",origin,phase-data,",p0007jhd,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,73 km S of Adak,",origin,phase-data,",p0007jhc,4.2,,,,0,271,us,,,0.7,,mb
1,1996,6,3,52 km S of Adak,",origin,",9967g99n6y,4.5,,,,0,312,ak,,,-1.0,,mb
1,1996,6,2,Andreanof Islands,",origin,phase-data,",p0007jh9,4.4,,,,0,298,us,,,1.1,,mb
1,1996,6,3,80 km S of Adak,",origin,phase-data,",p0007jh7,4.0,,,,0,246,us,,,0.7,,mb
1,1996,6,3,98 km SW of Adak,",origin,phase-data,",p0007jh3,4.2,,,,0,271,us,,,0.9,,mb
1,1996,6,3,68 km S of Adak,",origin,phase-data,",p0007jh1,4.2,,,,0,271,us,,,1.2,,mb
1,1996,6,3,100 km SSE of Adak,",origin,phase-data,",p0007jgz,4.1,,,,0,259,us,,,0.5,,mb
1,1996,6,3,67 km S of Adak,",origin,phase-data,",p0007jgy,4.8,,,,0,354,us,,,1.0,,mb
1,1996,6,3,48 km SSE of Adak,",origin,phase-data,",p0007jgw,4.7,,,,0,340,us,,,0.8,,mb
1,1996,6,3,60 km SSW of Adak,",origin,phase-data,",p0007jgv,4.7,,,,0,340,us,,,1.0,,mb
1,1996,6,3,91 km WSW of Adak,",origin,phase-data,",p0007jgt,4.3,,,,0,284,us,,,0.8,,mb
1,1996,6,3,77 km S of Adak,",origin,phase-data,",p0007jgs,4.0,,,,0,246,us,,,0.9,,mb
1,1996,6,3,127 km SW of Adak,",origin,phase-data,",p0007jgq,4.5,,,,0,312,us,,,0.8,,mb
1,1996,6,3,75 km S of Adak,",origin,phase-data,",p0007jgk,4.4,,,,0,298,us,,,1.0,,mb
1,1996,6,3,43 km SW of Adak,",origin,phase-data,",p0007jgj,5.6,,,,0,482,us,,,1.0,,ms
1,1996,6,3,86 km SW of Adak,",origin,phase-data,",p0007jgh,4.0,,,,0,246,us,,,1.3,,mb
1,1996,6,3,67 km S of Adak,",origin,phase-data,",p0007jge,4.4,,,,0,298,us,,,0.9,,mb
1,1996,6,3,33 km WSW of Adak,",origin,phase-data,",p0007jgc,4.7,,,,0,340,us,,,1.3,,mb
1,1996,6,3,38 km S of Adak,",origin,phase-data,",p0007jga,4.1,,,,0,259,us,,,1.2,,mb
1,1996,6,3,85 km S of Adak,",origin,phase-data,",p0007jg7,4.2,,,,0,271,us,,,1.1,,mb
1,1996,6,3,151 km SW of Adak,",origin,",9967g6ruco,4.2,,,,0,271,ak,,,-1.0,,mb
1,1996,6,3,98 km SSE of Adak,",origin,phase-data,",p0007jg3,4.5,,,,0,312,us,,,0.8,,mb
1,1996,6,3,62 km S of Adak,",origin,phase-data,",p0007jg2,4.6,,,,0,326,us,,,1.2,,mb
1,1996,6,3,77 km S of Adak,",origin,phase-data,",p0007jg1,5.5,,,,0,465,us,,,1.1,,mb
1,1996,6,3,46 km SSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",p0007jfz,7.3,,,6.811,0,820,us,,,1.0,,mwc
1,1996,6,3,97 km SW of Adak,",origin,phase-data,",p0007jfy,4.0,,,,0,246,us,,,1.0,,mb
1,1996,6,3,109 km SSW of Adak,",origin,phase-data,",p0007jfx,4.4,,,,0,298,us,,,0.8,,mb
1,1996,6,3,65 km SW of Adak,",origin,phase-data,",p0007jfr,5.2,,,,0,416,us,,,1.0,,mb
1,1996,6,3,77 km SSE of Adak,",origin,phase-data,",p0007jfq,4.8,,,,0,354,us,,,1.0,,mb
1,1996,6,3,47 km SW of Adak,",origin,phase-data,",p0007jfn,5.0,,,,0,385,us,,,1.1,,mb
1,1996,6,3,49 km SSW of Adak,",origin,phase-data,",p0007jfk,5.0,,,,0,385,us,,,1.1,,mb
1,1996,6,3,86 km SSE of Adak,",origin,phase-data,",p0007jfj,4.3,,,,0,284,us,,,0.9,,mb
1,1996,6,3,86 km WSW of Adak,",origin,phase-data,",p0007jfh,4.4,,,,0,298,us,,,1.3,,mb
1,1996,6,3,118 km WSW of Adak,",origin,phase-data,",p0007jff,5.2,,,,0,416,us,,,0.9,,mb
1,1996,6,3,41 km E of Adak,",origin,phase-data,",p0007jfd,4.0,,,,0,246,us,,,1.2,,mb
1,1996,6,3,60 km SSW of Adak,",origin,phase-data,",p0007jfc,4.4,,,,0,298,us,,,1.1,,mb
1,1996,6,3,124 km W of Adak,",origin,",9967g3vgrn,4.4,,,,0,298,ak,,,-1.0,,mb
1,1996,6,3,85 km S of Adak,",origin,phase-data,",p0007jfb,4.0,,,,0,246,us,,,1.2,,mb
1,1996,6,3,151 km W of Adak,",origin,",9967g3vaz7,4.0,,,,0,246,ak,,,-1.0,,mb
1,1996,6,3,89 km S of Adak,",origin,phase-data,",p0007jf8,4.1,,,,0,259,us,,,1.0,,mb
1,1996,6,3,129 km SW of Adak,",origin,phase-data,",p0007jf5,4.6,,,,0,326,us,,,0.8,,mb
1,1996,6,3,131 km SW of Adak,",origin,phase-data,",p0007jf4,4.8,,,,0,354,us,,,0.9,,mb
1,1996,6,3,90 km SSW of Adak,",origin,phase-data,",p0007jf1,4.7,,,,0,340,us,,,0.9,,mb
1,1996,6,3,118 km WSW of Adak,",origin,phase-data,",p0007jf0,4.9,,,,0,369,us,,,1.1,,mb
1,1996,6,3,125 km WSW of Adak,",origin,phase-data,",p0007jez,4.3,,,,0,284,us,,,0.7,,mb
1,1996,6,3,106 km SW of Adak,",origin,phase-data,",p0007jex,4.7,,,,0,340,us,,,1.0,,mb
1,1996,6,3,64 km S of Adak,",origin,phase-data,",p0007jew,4.3,,,,0,284,us,,,0.9,,mb
1,1996,6,3,127 km WSW of Adak,",origin,phase-data,",p0007jeu,5.0,,,,0,385,us,,,0.8,,mb
1,1996,6,3,90 km S of Adak,",origin,phase-data,",p0007jet,4.5,,,,0,312,us,,,1.0,,mb
1,1996,6,3,74 km S of Adak,",origin,phase-data,",p0007jes,5.6,,,,0,482,us,,,1.2,,ms
1,1996,6,3,77 km SSE of Adak,",origin,phase-data,",p0007jer,5.2,,,,0,416,us,,,0.9,,mb
1,1996,6,3,97 km SW of Adak,",origin,phase-data,",p0007jeq,5.1,,,,0,400,us,,,0.9,,mb
1,1996,6,3,72 km SW of Atka,",origin,",9967g2lfl7,4.2,,,,0,271,ak,,,-1.0,,mb
1,1996,6,3,96 km WSW of Adak,",origin,phase-data,",p0007jep,4.2,,,,0,271,us,,,0.7,,mb
1,1996,6,3,110 km SW of Adak,",origin,phase-data,",p0007jen,4.6,,,,0,326,us,,,1.1,,mb
1,1996,6,3,77 km S of Adak,",origin,phase-data,",p0007jeh,4.2,,,,0,271,us,,,1.0,,mb
1,1996,6,3,91 km SW of Adak,",origin,phase-data,",p0007jeg,5.4,,,,0,449,us,,,1.0,,ms
1,1996,6,3,74 km S of Adak,",origin,phase-data,",p0007jef,5.1,,,,0,400,us,,,1.0,,mb
1,1996,6,3,129 km WSW of Adak,",origin,phase-data,",p0007jed,4.3,,,,0,284,us,,,0.6,,mb
1,1996,6,3,88 km WSW of Adak,",origin,phase-data,",p0007jec,4.3,,,,0,284,us,,,1.2,,mb
1,1996,6,3,72 km S of Adak,",origin,phase-data,",p0007je7,4.5,,,,0,312,us,,,1.1,,mb
1,1996,6,3,116 km WSW of Adak,",origin,phase-data,",p0007je5,4.3,,,,0,284,us,,,0.8,,mb
1,1996,6,3,100 km SSW of Adak,",origin,phase-data,",p0007je0,4.0,,,,0,246,us,,,1.3,,mb
1,1996,6,3,65 km S of Adak,",origin,phase-data,",p0007jdz,4.4,,,,0,298,us,,,1.1,,mb
1,1996,6,3,126 km SW of Adak,",origin,phase-data,",p0007jdy,4.9,,,,0,369,us,,,0.8,,mb
1,1996,6,3,61 km WSW of Adak,",origin,phase-data,",p0007jdx,4.8,,,,0,354,us,,,1.3,,mb
1,1996,6,3,102 km SW of Adak,",origin,phase-data,",p0007jdv,4.1,,,,0,259,us,,,1.0,,mb
1,1996,6,3,96 km SSW of Adak,",origin,phase-data,",p0007jdu,4.8,,,,0,354,us,,,1.1,,mb
1,1996,6,3,99 km S of Adak,",origin,phase-data,",p0007jdt,4.0,,,,0,246,us,,,1.1,,mb
1,1996,6,3,52 km SSW of Adak,",origin,phase-data,",p0007jds,4.7,,,,0,340,us,,,1.1,,mb
1,1996,6,3,85 km SW of Adak,",origin,phase-data,",p0007jdr,4.8,,,,0,354,us,,,0.9,,mb
1,1996,6,3,42 km SW of Adak,",origin,phase-data,",p0007jdq,5.0,,,,0,385,us,,,1.1,,mb
1,1996,6,3,96 km SSW of Adak,",origin,phase-data,",p0007jdp,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,58 km S of Adak,",origin,phase-data,",p0007jdn,4.3,,,,0,284,us,,,1.2,,mb
1,1996,6,3,148 km SW of Adak,",origin,phase-data,",p0007jdm,4.0,,,,0,246,us,,,1.3,,mb
1,1996,6,3,85 km SSW of Adak,",origin,phase-data,",p0007jdk,4.3,,,,0,284,us,,,1.1,,mb
1,1996,6,3,164 km WSW of Adak,",origin,",9967g0bd3g,4.3,,,,0,284,ak,,,-1.0,,mb
1,1996,6,3,118 km SW of Adak,",origin,phase-data,",p0007jdj,5.3,,,,0,432,us,,,0.8,,mb
1,1996,6,3,111 km SW of Adak,",origin,phase-data,",p0007jdh,5.0,,,,0,385,us,,,1.0,,mb
1,1996,6,3,81 km S of Adak,",origin,phase-data,",p0007jdg,4.1,,,,0,259,us,,,0.8,,mb
1,1996,6,3,79 km S of Adak,",origin,phase-data,",p0007jdd,4.5,,,,0,312,us,,,1.0,,mb
1,1996,6,3,116 km WSW of Adak,",origin,phase-data,",p0007jdc,4.2,,,,0,271,us,,,1.2,,mb
1,1996,6,2,Rat Islands,",origin,phase-data,",p0007jdb,4.3,,,,0,284,us,,,1.3,,mb
1,1996,6,3,82 km SW of Adak,",origin,phase-data,",p0007jda,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,139 km WSW of Adak,",origin,phase-data,",p0007jd9,4.8,,,,0,354,us,,,0.7,,mb
1,1996,6,3,100 km SW of Adak,",origin,phase-data,",p0007jd8,5.2,,,,0,416,us,,,0.8,,mb
1,1996,6,3,45 km WSW of Adak,",origin,phase-data,",p0007jd7,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,127 km SW of Adak,",origin,phase-data,",p0007jd6,4.0,,,,0,246,us,,,0.7,,mb
1,1996,6,3,98 km WSW of Adak,",origin,phase-data,",p0007jd5,4.5,,,,0,312,us,,,1.2,,mb
1,1996,6,3,126 km SW of Adak,",origin,phase-data,",p0007jd4,4.9,,,,0,369,us,,,0.9,,mb
1,1996,6,3,77 km WSW of Adak,",origin,phase-data,",p0007jd3,4.4,,,,0,298,us,,,1.3,,mb
1,1996,6,3,119 km SW of Adak,",origin,phase-data,",p0007jd2,5.4,,,,0,449,us,,,0.9,,mb
1,1996,6,3,89 km WSW of Adak,",origin,phase-data,",p0007jd1,4.6,,,,0,326,us,,,0.7,,mb
1,1996,6,3,103 km WSW of Adak,",origin,phase-data,",p0007jd0,4.5,,,,0,312,us,,,0.9,,mb
1,1996,6,3,106 km SW of Adak,",origin,phase-data,",p0007jcz,5.0,,,,0,385,us,,,1.0,,mb
1,1996,6,3,59 km SSE of Unalaska,",origin,phase-data,",p0007jcy,4.4,,,,0,298,us,,,1.3,,mb
1,1996,6,3,88 km SSW of Adak,",origin,phase-data,",p0007jcx,5.3,,,,0,432,us,,,0.9,,mb
1,1996,6,3,91 km WSW of Adak,",associate,origin,phase-data,",p0007jcw,5.3,,,,0,432,us,,,1.0,,mb
1,1996,6,3,95 km SW of Adak,",disassociate,origin,phase-data,",p0007jcv,5.0,,,,0,385,us,,,1.1,,mb
1,1996,6,3,77 km WSW of Adak,",finite-fault,focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,",p0007jcu,7.9,,,7.127,0,960,us,,,0.9,,mwc
1,1996,6,3,114 km WSW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007jc1,5.2,,,,0,416,us,,,0.8,,mwc
1,1996,6,3,111 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007jbb,6.5,,,,0,650,us,,,0.9,,mwc
1,1996,6,3,56 km W of Happy Valley,",impact-text,origin,phase-data,",99679mzcrw,4.4,,,,0,298,ak,,,0.23,,mb
1,1996,6,3,81 km E of Nikolski,",origin,phase-data,",p0007j4r,4.6,,,,0,326,us,,,1.2,,mb
1,1996,7,3,270 km SE of Attu Station,",origin,phase-data,",p0007mu8,4.1,,,,0,259,us,,,1.2,,mb
1,1996,7,2,Andreanof Islands,",origin,phase-data,",p0007mnf,4.2,,,,0,271,us,,,0.9,,mb
1,1996,7,3,57 km SSE of Adak,",origin,phase-data,",p0007mn6,4.1,,,,0,259,us,,,1.4,,mb
1,1996,7,3,197 km WSW of Adak,",origin,phase-data,",p0007mn2,4.5,,,,0,312,us,,,0.8,,mb
1,1996,7,2,Rat Islands,",origin,phase-data,",p0007mke,4.4,,,,0,298,us,,,0.8,,mb
1,1996,7,3,38 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007mjy,5.1,,,,0,400,us,,,0.9,,mwc
1,1996,7,3,10 km WSW of Susitna,",impact-text,origin,phase-data,",9969gyijb9,4.2,,,,0,271,ak,,,0.22,,mb
1,1996,7,3,48 km SSE of Nikolski,",origin,phase-data,",p0007mht,4.0,,,,0,246,us,,,1.4,,mb
1,1996,7,3,121 km SW of Adak,",origin,phase-data,",p0007mhq,4.5,,,,0,312,us,,,1.3,,mb
1,1996,7,3,182 km SSE of Adak,",origin,phase-data,",p0007meg,4.0,,,,0,246,us,,,1.3,,mb
1,1996,7,3,91 km W of Adak,",origin,phase-data,",p0007md5,4.2,,,,0,271,us,,,1.2,,mb
1,1996,7,3,133 km WSW of Adak,",origin,phase-data,",p0007mbt,4.7,,,,0,340,us,,,0.9,,mb
1,1996,7,3,192 km S of Nikolski,",focal-mechanism,moment-tensor,origin,phase-data,",p0007mbg,5.2,,,,0,416,us,,,1.2,,mwc
1,1996,7,3,47 km E of Port Alsworth,",impact-text,origin,phase-data,",9969a6rgkr,4.4,,,,0,298,ak,,,0.18,,ml
1,1996,7,3,81 km WSW of Adak,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",p0007m88,5.1,,,,0,400,us,,,0.8,,mwc
1,1996,7,3,39 km E of Port Alsworth,",origin,phase-data,",99696ximr6,4.1,,,,0,259,ak,,,0.19,,mb
1,1996,7,3,259 km W of Adak,",origin,phase-data,",p0007m6z,4.6,,,,0,326,us,,,1.2,,mb
1,1996,7,3,82 km S of Adak,",origin,phase-data,",p0007m6u,4.3,,,,0,284,us,,,1.0,,mb
1,1996,7,3,48 km SE of Glacier View,",impact-text,origin,phase-data,",996958grqr,4.0,,,,0,246,ak,,,0.31,,mb
1,1996,7,3,96 km SSW of Adak,",origin,phase-data,",p0007m53,4.4,,,,0,298,us,,,0.8,,mb
1,1996,7,3,74 km SW of Adak,",origin,phase-data,",p0007m3r,4.0,,,,0,246,us,,,1.3,,mb
1,1996,7,3,171 km WSW of Adak,",origin,phase-data,",p0007m2q,4.3,,,,0,284,us,,,0.7,,mb
1,1996,7,3,87 km S of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007m1w,5.1,,,,0,400,us,,,1.1,,mwc
1,1996,7,2,Rat Islands,",origin,phase-data,",p0007m0z,4.1,,,,0,259,us,,,0.8,,mb
1,1996,7,3,101 km SW of Adak,",focal-mechanism,moment-tensor,origin,phase-data,",p0007m0q,5.2,,,,0,416,us,,,1.0,,mwc
1,1996,7,3,89 km SW of Adak,",origin,phase-data,",p0007m01,4.0,,,,0,246,us,,,1.3,,mb
1,1996,7,3,90 km WSW of Adak,",origin,phase-data,",p0007kz1,4.2,,,,0,271,us,,,1.1,,mb
1,1996,7,3,177 km SW of Nikolski,",origin,phase-data,",p0007kxt,4.0,,,,0,246,us,,,1.1,,mb
1,1996,7,3,181 km WSW of Nikolski,",origin,phase-data,",p0007kxh,4.4,,,,0,298,us,,,1.2,,mb
1,1996,7,2,Fox Islands,",origin,phase-data,",p0007kxc,4.1,,,,0,259,us,,,1.0,,mb
1,1996,7,3,177 km WSW of Nikolski,",focal-mechanism,moment-tensor,origin,phase-data,",p0007kx7,5.9,,,,0,536,us,,,1.1,,mwc
1,1996,7,3,62 km WSW of Adak,",origin,phase-data,",p0007kwz,4.7,,,,0,340,us,,,1.1,,mb
1,1996,7,3,188 km SSE of Atka,",origin,phase-data,",p0007kwv,4.0,,,,0,246,us,,,0.6,,mb
1,1996,7,3,81 km SSW of Adak,",origin,phase-data,",p0007kwr,4.2,,,,0,271,us,,,1.1,,mb
1,1996,7,3,92 km S of Adak,",origin,phase-data,",p0007kw5,4.0,,,,0,246,us,,,1.3,,mb
1,1996,7,3,123 km SW of Nikolski,",origin,phase-data,",p0007kvy,4.6,,,,0,326,us,,,1.1,,mb
1,1996,7,3,202 km SW of Adak,",origin,phase-data,",p0007kuf,4.0,,,,0,246,us,,,1.0,,mb
1,1996,7,3,96 km SW of Adak,",origin,phase-data,",p0007kuc,4.0,,,,0,246,us,,,0.9,,mb
1,1996,7,3,82 km SSE of Unalaska,",origin,phase-data,",p0007kta,4.4,,,,0,298,us,,,1.3,,mb
1,1996,7,2,Rat Islands,",origin,",9968lgd93d,4.2,,,,0,271,ak,,,-1.0,,mb
1,1996,7,3,49 km SSW of Adak,",origin,phase-data,",p0007kr2,4.5,,,,0,312,us,,,1.2,,mb
1,1996,7,3,187 km S of Adak,",origin,phase-data,",p0007kqy,4.0,,,,0,246,us,,,1.4,,mb
1,1996,7,3,33 km ESE of Skwentna,",focal-mechanism,impact-text,moment-tensor,origin,phase-data,",9968jsqrii,5.4,,,,0,449,ak,,,0.22,,mw
1,1996,7,3,101 km SSW of Adak,",origin,phase-data,",p0007kma,4.0,,,,0,246,us,,,1.0,,mb
1,1996,7,3,158 km S of False Pass,",origin,phase-data,",p0007kke,4.3,,,,0,284,us,,,1.0,,mb
1,1996,7,3,126 km E of Chignik,",impact-text,origin,phase-data,",9968ey4h7z,4.7,,,,0,340,ak,,,0.11,,mb
